,scientific_name,park_name,observations,category,common_names,conservation_status
24123,Solanum carolinense,Great Smoky Mountains National Park,68,Vascular Plant,"Carolina Horse-Nettle, Horse-Nettle",
24124,Carex albursina,Great Smoky Mountains National Park,87,Vascular Plant,"A Sedge, Sedge",
24125,Carex albursina,Yosemite National Park,175,Vascular Plant,"A Sedge, Sedge",
24126,Carex albursina,Yellowstone National Park,227,Vascular Plant,"A Sedge, Sedge",
24127,Carex albursina,Bryce National Park,90,Vascular Plant,"A Sedge, Sedge",
24128,Elaeagnus angustifolia,Yellowstone National Park,259,Vascular Plant,Russian Olive,
24129,Elaeagnus angustifolia,Bryce National Park,125,Vascular Plant,Russian Olive,
24130,Elaeagnus angustifolia,Yosemite National Park,157,Vascular Plant,Russian Olive,
24131,Elaeagnus angustifolia,Great Smoky Mountains National Park,57,Vascular Plant,Russian Olive,
24132,Rhodobryum ontariense,Bryce National Park,112,Nonvascular Plant,Ontario Rhodobryum Moss,
24133,Rhodobryum ontariense,Yellowstone National Park,246,Nonvascular Plant,Ontario Rhodobryum Moss,
24134,Rhodobryum ontariense,Great Smoky Mountains National Park,70,Nonvascular Plant,Ontario Rhodobryum Moss,
24135,Rhodobryum ontariense,Yosemite National Park,125,Nonvascular Plant,Ontario Rhodobryum Moss,
24136,Muscari botryoides,Bryce National Park,84,Vascular Plant,"Common Grape-Hyacinth, Grape Hyacinth",
24137,Muscari botryoides,Great Smoky Mountains National Park,85,Vascular Plant,"Common Grape-Hyacinth, Grape Hyacinth",
24138,Muscari botryoides,Yellowstone National Park,245,Vascular Plant,"Common Grape-Hyacinth, Grape Hyacinth",
24139,Muscari botryoides,Yosemite National Park,96,Vascular Plant,"Common Grape-Hyacinth, Grape Hyacinth",
24140,Senecio scorzonella,Yosemite National Park,126,Vascular Plant,"Sierra Groundsel, Sierra Ragwort",
24141,Senecio scorzonella,Yellowstone National Park,248,Vascular Plant,"Sierra Groundsel, Sierra Ragwort",
24142,Senecio scorzonella,Bryce National Park,83,Vascular Plant,"Sierra Groundsel, Sierra Ragwort",
24143,Senecio scorzonella,Great Smoky Mountains National Park,56,Vascular Plant,"Sierra Groundsel, Sierra Ragwort",
24144,Napaeozapus insignis,Bryce National Park,130,Mammal,Woodland Jumping Mouse,
24145,Napaeozapus insignis,Great Smoky Mountains National Park,74,Mammal,Woodland Jumping Mouse,
24146,Napaeozapus insignis,Yellowstone National Park,252,Mammal,Woodland Jumping Mouse,
24147,Napaeozapus insignis,Yosemite National Park,120,Mammal,Woodland Jumping Mouse,
24148,Martes pennanti,Bryce National Park,75,Mammal,Fisher,
24149,Martes pennanti,Great Smoky Mountains National Park,68,Mammal,Fisher,
24150,Martes pennanti,Yellowstone National Park,268,Mammal,Fisher,
24151,Martes pennanti,Yosemite National Park,153,Mammal,Fisher,
24152,Prunus virginiana,Bryce National Park,120,Vascular Plant,"Choke Cherry, Chokecherry",
24153,Prunus virginiana,Great Smoky Mountains National Park,107,Vascular Plant,"Choke Cherry, Chokecherry",
24154,Prunus virginiana,Yosemite National Park,138,Vascular Plant,"Choke Cherry, Chokecherry",
24155,Prunus virginiana,Yellowstone National Park,246,Vascular Plant,"Choke Cherry, Chokecherry",
24156,Verbena brasiliensis,Great Smoky Mountains National Park,65,Vascular Plant,"Blue Vervain, Brazillian Vervain",
24157,Verbena brasiliensis,Bryce National Park,116,Vascular Plant,"Blue Vervain, Brazillian Vervain",
24158,Verbena brasiliensis,Yosemite National Park,136,Vascular Plant,"Blue Vervain, Brazillian Vervain",
24159,Verbena brasiliensis,Yellowstone National Park,224,Vascular Plant,"Blue Vervain, Brazillian Vervain",
24160,Prunus virginiana var. melanocarpa,Bryce National Park,86,Vascular Plant,"Black Chokecherry, Choke Cherry",
24161,Prunus virginiana var. melanocarpa,Yellowstone National Park,269,Vascular Plant,"Black Chokecherry, Choke Cherry",
24162,Prunus virginiana var. melanocarpa,Yosemite National Park,129,Vascular Plant,"Black Chokecherry, Choke Cherry",
24163,Prunus virginiana var. melanocarpa,Great Smoky Mountains National Park,91,Vascular Plant,"Black Chokecherry, Choke Cherry",
24164,Melospiza melodia,Yellowstone National Park,235,Bird,Song Sparrow,
24165,Melospiza melodia,Great Smoky Mountains National Park,86,Bird,Song Sparrow,
24166,Melospiza melodia,Yosemite National Park,144,Bird,Song Sparrow,
24167,Melospiza melodia,Bryce National Park,96,Bird,Song Sparrow,
24168,Heuchera rubescens var. alpicola,Yellowstone National Park,281,Vascular Plant,Pink Alumroot,
24169,Heuchera rubescens var. alpicola,Great Smoky Mountains National Park,92,Vascular Plant,Pink Alumroot,
24170,Heuchera rubescens var. alpicola,Bryce National Park,104,Vascular Plant,Pink Alumroot,
24171,Heuchera rubescens var. alpicola,Yosemite National Park,138,Vascular Plant,Pink Alumroot,
24172,Viola bicolor,Bryce National Park,115,Vascular Plant,"Field Pansy, Wild Pansy",
24173,Viola bicolor,Yellowstone National Park,204,Vascular Plant,"Field Pansy, Wild Pansy",
24174,Viola bicolor,Yosemite National Park,154,Vascular Plant,"Field Pansy, Wild Pansy",
24175,Viola bicolor,Great Smoky Mountains National Park,75,Vascular Plant,"Field Pansy, Wild Pansy",
24176,Phenacomys intermedius,Great Smoky Mountains National Park,64,Mammal,"Heather Vole, Western Heather Vole",
24177,Phenacomys intermedius,Yosemite National Park,167,Mammal,"Heather Vole, Western Heather Vole",
24178,Phenacomys intermedius,Yellowstone National Park,260,Mammal,"Heather Vole, Western Heather Vole",
24179,Phenacomys intermedius,Bryce National Park,70,Mammal,"Heather Vole, Western Heather Vole",
24180,Lonicera involucrata var. involucrata,Yellowstone National Park,245,Vascular Plant,Twinberry Honeysuckle,
24181,Lonicera involucrata var. involucrata,Bryce National Park,104,Vascular Plant,Twinberry Honeysuckle,
24182,Lonicera involucrata var. involucrata,Great Smoky Mountains National Park,73,Vascular Plant,Twinberry Honeysuckle,
24183,Lonicera involucrata var. involucrata,Yosemite National Park,184,Vascular Plant,Twinberry Honeysuckle,
24184,Melanitta nigra,Yosemite National Park,152,Bird,Black Scoter,
24185,Melanitta nigra,Great Smoky Mountains National Park,80,Bird,Black Scoter,
24186,Melanitta nigra,Bryce National Park,147,Bird,Black Scoter,
24187,Melanitta nigra,Yellowstone National Park,291,Bird,Black Scoter,
24188,Sericocarpus linifolius,Bryce National Park,145,Vascular Plant,Narrowleaf Whitetop Aster,
24189,Sericocarpus linifolius,Yellowstone National Park,260,Vascular Plant,Narrowleaf Whitetop Aster,
24190,Sericocarpus linifolius,Great Smoky Mountains National Park,66,Vascular Plant,Narrowleaf Whitetop Aster,
24191,Sericocarpus linifolius,Yosemite National Park,133,Vascular Plant,Narrowleaf Whitetop Aster,
24192,Chenopodium glaucum var. salinum,Yosemite National Park,130,Vascular Plant,Rocky Mountain Goosefoot,
24193,Chenopodium glaucum var. salinum,Great Smoky Mountains National Park,96,Vascular Plant,Rocky Mountain Goosefoot,
24194,Chenopodium glaucum var. salinum,Bryce National Park,92,Vascular Plant,Rocky Mountain Goosefoot,
24195,Chenopodium glaucum var. salinum,Yellowstone National Park,254,Vascular Plant,Rocky Mountain Goosefoot,
24196,Lonicera interrupta,Great Smoky Mountains National Park,101,Vascular Plant,Chaparral Honeysuckle,
24197,Lonicera interrupta,Yosemite National Park,146,Vascular Plant,Chaparral Honeysuckle,
24198,Lonicera interrupta,Yellowstone National Park,283,Vascular Plant,Chaparral Honeysuckle,
24199,Lonicera interrupta,Bryce National Park,95,Vascular Plant,Chaparral Honeysuckle,
24200,Tetrodontium brownianum,Bryce National Park,119,Nonvascular Plant,Brown's Tetrodontium Moss,
24201,Tetrodontium brownianum,Yosemite National Park,142,Nonvascular Plant,Brown's Tetrodontium Moss,
24202,Tetrodontium brownianum,Great Smoky Mountains National Park,112,Nonvascular Plant,Brown's Tetrodontium Moss,
24203,Tetrodontium brownianum,Yellowstone National Park,260,Nonvascular Plant,Brown's Tetrodontium Moss,
24204,Hypochaeris glabra,Yellowstone National Park,258,Vascular Plant,"Smooth Cat's Ear, Smooth Catsear",
24205,Hypochaeris glabra,Great Smoky Mountains National Park,125,Vascular Plant,"Smooth Cat's Ear, Smooth Catsear",
24206,Hypochaeris glabra,Bryce National Park,101,Vascular Plant,"Smooth Cat's Ear, Smooth Catsear",
24207,Hypochaeris glabra,Yosemite National Park,141,Vascular Plant,"Smooth Cat's Ear, Smooth Catsear",
24208,Epifagus virginiana,Great Smoky Mountains National Park,97,Vascular Plant,Beechdrops,
24209,Epifagus virginiana,Yellowstone National Park,249,Vascular Plant,Beechdrops,
24210,Epifagus virginiana,Yosemite National Park,164,Vascular Plant,Beechdrops,
24211,Epifagus virginiana,Bryce National Park,80,Vascular Plant,Beechdrops,
24212,Eragrostis pilosa var. pilosa,Great Smoky Mountains National Park,84,Vascular Plant,Indian Lovegrass,
24213,Eragrostis pilosa var. pilosa,Yosemite National Park,176,Vascular Plant,Indian Lovegrass,
24214,Eragrostis pilosa var. pilosa,Yellowstone National Park,257,Vascular Plant,Indian Lovegrass,
24215,Eragrostis pilosa var. pilosa,Bryce National Park,92,Vascular Plant,Indian Lovegrass,
24216,Parula americana,Yosemite National Park,156,Bird,Northern Parula,
24217,Parula americana,Great Smoky Mountains National Park,97,Bird,Northern Parula,
24218,Parula americana,Yellowstone National Park,262,Bird,Northern Parula,
24219,Parula americana,Bryce National Park,122,Bird,Northern Parula,
24220,Cicuta maculata var. angustifolia,Bryce National Park,124,Vascular Plant,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",
24221,Cicuta maculata var. angustifolia,Yosemite National Park,127,Vascular Plant,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",
24222,Cicuta maculata var. angustifolia,Yellowstone National Park,260,Vascular Plant,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",
24223,Cicuta maculata var. angustifolia,Great Smoky Mountains National Park,72,Vascular Plant,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",
24224,Claytonia virginica var. acutiflora,Great Smoky Mountains National Park,89,Vascular Plant,Virginia Springbeauty,
24225,Claytonia virginica var. acutiflora,Yosemite National Park,172,Vascular Plant,Virginia Springbeauty,
24226,Claytonia virginica var. acutiflora,Yellowstone National Park,236,Vascular Plant,Virginia Springbeauty,
24227,Claytonia virginica var. acutiflora,Bryce National Park,63,Vascular Plant,Virginia Springbeauty,
24228,Polygonum setaceum,Yosemite National Park,171,Vascular Plant,"Smartweed, Swamp Smartweed",
24229,Polygonum setaceum,Yellowstone National Park,261,Vascular Plant,"Smartweed, Swamp Smartweed",
24230,Polygonum setaceum,Bryce National Park,131,Vascular Plant,"Smartweed, Swamp Smartweed",
24231,Polygonum setaceum,Great Smoky Mountains National Park,61,Vascular Plant,"Smartweed, Swamp Smartweed",
24232,Oreothlypis virginiae,Yosemite National Park,134,Bird,Virginia's Warbler,
24233,Oreothlypis virginiae,Yellowstone National Park,226,Bird,Virginia's Warbler,
24234,Oreothlypis virginiae,Great Smoky Mountains National Park,74,Bird,Virginia's Warbler,
24235,Oreothlypis virginiae,Bryce National Park,84,Bird,Virginia's Warbler,
24236,Carex rupestris,Great Smoky Mountains National Park,67,Vascular Plant,"Curly Sedge, Rock Sedge",
24237,Carex rupestris,Bryce National Park,85,Vascular Plant,"Curly Sedge, Rock Sedge",
24238,Carex rupestris,Yellowstone National Park,275,Vascular Plant,"Curly Sedge, Rock Sedge",
24239,Carex rupestris,Yosemite National Park,128,Vascular Plant,"Curly Sedge, Rock Sedge",
24240,Viola purpurea ssp. venosa,Bryce National Park,125,Vascular Plant,"Goosefoot Violet, Goosefoot Yellow Violet",
24241,Viola purpurea ssp. venosa,Yosemite National Park,152,Vascular Plant,"Goosefoot Violet, Goosefoot Yellow Violet",
24242,Viola purpurea ssp. venosa,Yellowstone National Park,259,Vascular Plant,"Goosefoot Violet, Goosefoot Yellow Violet",
24243,Viola purpurea ssp. venosa,Great Smoky Mountains National Park,102,Vascular Plant,"Goosefoot Violet, Goosefoot Yellow Violet",
24244,Cypseloides niger,Yellowstone National Park,194,Bird,Black Swift,Species of Concern
24245,Cypseloides niger,Bryce National Park,103,Bird,Black Swift,Species of Concern
24246,Cypseloides niger,Yosemite National Park,159,Bird,Black Swift,Species of Concern
24247,Cypseloides niger,Great Smoky Mountains National Park,69,Bird,Black Swift,Species of Concern
24248,Avena barbata,Yosemite National Park,118,Vascular Plant,"Slender Oat, Slender Oats, Slender Wildoat",
24249,Avena barbata,Great Smoky Mountains National Park,61,Vascular Plant,"Slender Oat, Slender Oats, Slender Wildoat",
24250,Avena barbata,Bryce National Park,68,Vascular Plant,"Slender Oat, Slender Oats, Slender Wildoat",
24251,Avena barbata,Yellowstone National Park,252,Vascular Plant,"Slender Oat, Slender Oats, Slender Wildoat",
24252,Achnatherum occidentale ssp. pubescens,Yosemite National Park,148,Vascular Plant,"Elmer's Needlegrass, Pubescent Western Needlegrass",
24253,Achnatherum occidentale ssp. pubescens,Bryce National Park,58,Vascular Plant,"Elmer's Needlegrass, Pubescent Western Needlegrass",
24254,Achnatherum occidentale ssp. pubescens,Yellowstone National Park,202,Vascular Plant,"Elmer's Needlegrass, Pubescent Western Needlegrass",
24255,Achnatherum occidentale ssp. pubescens,Great Smoky Mountains National Park,57,Vascular Plant,"Elmer's Needlegrass, Pubescent Western Needlegrass",
24256,Hesperostipa comata ssp. comata,Bryce National Park,83,Vascular Plant,"Needle And Thread, Needleandthread",
24257,Hesperostipa comata ssp. comata,Yellowstone National Park,255,Vascular Plant,"Needle And Thread, Needleandthread",
24258,Hesperostipa comata ssp. comata,Yosemite National Park,128,Vascular Plant,"Needle And Thread, Needleandthread",
24259,Hesperostipa comata ssp. comata,Great Smoky Mountains National Park,99,Vascular Plant,"Needle And Thread, Needleandthread",
24260,Festuca paradoxa,Yosemite National Park,142,Vascular Plant,Clustered Fescue,
24261,Festuca paradoxa,Great Smoky Mountains National Park,83,Vascular Plant,Clustered Fescue,
24262,Festuca paradoxa,Yellowstone National Park,262,Vascular Plant,Clustered Fescue,
24263,Festuca paradoxa,Bryce National Park,109,Vascular Plant,Clustered Fescue,
24264,Whitneya dealbata,Bryce National Park,56,Vascular Plant,Mock Leopardbane,
24265,Whitneya dealbata,Yellowstone National Park,276,Vascular Plant,Mock Leopardbane,
24266,Whitneya dealbata,Great Smoky Mountains National Park,74,Vascular Plant,Mock Leopardbane,
24267,Whitneya dealbata,Yosemite National Park,144,Vascular Plant,Mock Leopardbane,
24268,Platanthera leucostachys,Bryce National Park,82,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",
24269,Platanthera leucostachys,Yosemite National Park,139,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",
24270,Platanthera leucostachys,Great Smoky Mountains National Park,66,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",
24271,Platanthera leucostachys,Yellowstone National Park,259,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",
24272,Phalaenoptilus nuttallii,Yellowstone National Park,231,Bird,Common Poorwill,
24273,Phalaenoptilus nuttallii,Bryce National Park,97,Bird,Common Poorwill,
24274,Phalaenoptilus nuttallii,Yosemite National Park,152,Bird,Common Poorwill,
24275,Phalaenoptilus nuttallii,Great Smoky Mountains National Park,58,Bird,Common Poorwill,
24276,Eupatorium,Yosemite National Park,144,Vascular Plant,Thoroughwort,
24277,Eupatorium,Yellowstone National Park,274,Vascular Plant,Thoroughwort,
24278,Eupatorium,Bryce National Park,110,Vascular Plant,Thoroughwort,
24279,Eupatorium,Great Smoky Mountains National Park,93,Vascular Plant,Thoroughwort,
24280,Lupinus gracilentus,Yellowstone National Park,274,Vascular Plant,Green Slender Lupine,
24281,Lupinus gracilentus,Bryce National Park,108,Vascular Plant,Green Slender Lupine,
24282,Lupinus gracilentus,Great Smoky Mountains National Park,45,Vascular Plant,Green Slender Lupine,
24283,Lupinus gracilentus,Yosemite National Park,166,Vascular Plant,Green Slender Lupine,
24284,Veronica officinalis,Yellowstone National Park,256,Vascular Plant,"Common Speedwell, Gypsy-Weed",
24285,Veronica officinalis,Bryce National Park,94,Vascular Plant,"Common Speedwell, Gypsy-Weed",
24286,Veronica officinalis,Great Smoky Mountains National Park,43,Vascular Plant,"Common Speedwell, Gypsy-Weed",
24287,Veronica officinalis,Yosemite National Park,174,Vascular Plant,"Common Speedwell, Gypsy-Weed",
24288,Antennaria parlinii ssp. fallax,Yosemite National Park,149,Vascular Plant,Parlin's Pussytoes,
24289,Antennaria parlinii ssp. fallax,Bryce National Park,68,Vascular Plant,Parlin's Pussytoes,
24290,Antennaria parlinii ssp. fallax,Great Smoky Mountains National Park,86,Vascular Plant,Parlin's Pussytoes,
24291,Antennaria parlinii ssp. fallax,Yellowstone National Park,212,Vascular Plant,Parlin's Pussytoes,
24292,Arabis X divaricarpa,Bryce National Park,80,Vascular Plant,"Spreading Rockcress, Spreadingpod Rockcress",
24293,Arabis X divaricarpa,Yellowstone National Park,205,Vascular Plant,"Spreading Rockcress, Spreadingpod Rockcress",
24294,Arabis X divaricarpa,Yosemite National Park,127,Vascular Plant,"Spreading Rockcress, Spreadingpod Rockcress",
24295,Arabis X divaricarpa,Great Smoky Mountains National Park,50,Vascular Plant,"Spreading Rockcress, Spreadingpod Rockcress",
24296,Corvus corax,Yosemite National Park,142,Bird,Common Raven,
24297,Corvus corax,Bryce National Park,71,Bird,Common Raven,
24298,Corvus corax,Great Smoky Mountains National Park,58,Bird,Common Raven,
24299,Corvus corax,Yellowstone National Park,256,Bird,Common Raven,
24300,Celastrus scandens,Great Smoky Mountains National Park,103,Vascular Plant,Climbing Bittersweet,
24301,Celastrus scandens,Yosemite National Park,143,Vascular Plant,Climbing Bittersweet,
24302,Celastrus scandens,Bryce National Park,121,Vascular Plant,Climbing Bittersweet,
24303,Celastrus scandens,Yellowstone National Park,249,Vascular Plant,Climbing Bittersweet,
24304,Carex tribuloides,Great Smoky Mountains National Park,41,Vascular Plant,"Blunt Broom Sedge, Sedge",
24305,Carex tribuloides,Yosemite National Park,141,Vascular Plant,"Blunt Broom Sedge, Sedge",
24306,Carex tribuloides,Bryce National Park,99,Vascular Plant,"Blunt Broom Sedge, Sedge",
24307,Carex tribuloides,Yellowstone National Park,260,Vascular Plant,"Blunt Broom Sedge, Sedge",
24308,Symphyotrichum oblongifolium,Great Smoky Mountains National Park,82,Vascular Plant,Aromatic Aster,
24309,Symphyotrichum oblongifolium,Bryce National Park,94,Vascular Plant,Aromatic Aster,
24310,Symphyotrichum oblongifolium,Yosemite National Park,173,Vascular Plant,Aromatic Aster,
24311,Symphyotrichum oblongifolium,Yellowstone National Park,251,Vascular Plant,Aromatic Aster,
24312,Bromus inermis,Bryce National Park,86,Vascular Plant,"Awnless Brome, Brome Grass",
24313,Bromus inermis,Yosemite National Park,148,Vascular Plant,"Awnless Brome, Brome Grass",
24314,Bromus inermis,Great Smoky Mountains National Park,86,Vascular Plant,"Awnless Brome, Brome Grass",
24315,Bromus inermis,Yellowstone National Park,247,Vascular Plant,"Awnless Brome, Brome Grass",
24316,Lewisia disepala,Yellowstone National Park,265,Vascular Plant,"Yosemite Bitterroot, Yosemite Lewisia",
24317,Lewisia disepala,Great Smoky Mountains National Park,40,Vascular Plant,"Yosemite Bitterroot, Yosemite Lewisia",
24318,Lewisia disepala,Bryce National Park,66,Vascular Plant,"Yosemite Bitterroot, Yosemite Lewisia",
24319,Lewisia disepala,Yosemite National Park,119,Vascular Plant,"Yosemite Bitterroot, Yosemite Lewisia",
24320,Cosmos sulphureus,Yosemite National Park,127,Vascular Plant,Sulphur Cosmos,
24321,Cosmos sulphureus,Bryce National Park,109,Vascular Plant,Sulphur Cosmos,
24322,Cosmos sulphureus,Yellowstone National Park,281,Vascular Plant,Sulphur Cosmos,
24323,Cosmos sulphureus,Great Smoky Mountains National Park,72,Vascular Plant,Sulphur Cosmos,
24324,Podilymbus podiceps,Bryce National Park,90,Bird,Pied-Billed Grebe,
24325,Podilymbus podiceps,Yosemite National Park,143,Bird,Pied-Billed Grebe,
24326,Podilymbus podiceps,Great Smoky Mountains National Park,73,Bird,Pied-Billed Grebe,
24327,Podilymbus podiceps,Yellowstone National Park,272,Bird,Pied-Billed Grebe,
24328,Arnica rydbergii,Bryce National Park,129,Vascular Plant,"Rydberg's Arnica, Subalpine Arnica",
24329,Arnica rydbergii,Great Smoky Mountains National Park,88,Vascular Plant,"Rydberg's Arnica, Subalpine Arnica",
24330,Arnica rydbergii,Yosemite National Park,162,Vascular Plant,"Rydberg's Arnica, Subalpine Arnica",
24331,Arnica rydbergii,Yellowstone National Park,250,Vascular Plant,"Rydberg's Arnica, Subalpine Arnica",
24332,Rubus frondosus,Bryce National Park,88,Vascular Plant,Yankee Blackberry,
24333,Rubus frondosus,Yosemite National Park,134,Vascular Plant,Yankee Blackberry,
24334,Rubus frondosus,Great Smoky Mountains National Park,54,Vascular Plant,Yankee Blackberry,
24335,Rubus frondosus,Yellowstone National Park,230,Vascular Plant,Yankee Blackberry,
24336,Andropogon gerardii,Yosemite National Park,145,Vascular Plant,Big Bluestem,
24337,Andropogon gerardii,Bryce National Park,126,Vascular Plant,Big Bluestem,
24338,Andropogon gerardii,Great Smoky Mountains National Park,28,Vascular Plant,Big Bluestem,
24339,Andropogon gerardii,Yellowstone National Park,271,Vascular Plant,Big Bluestem,
24340,Erigeron speciosus,Yellowstone National Park,243,Vascular Plant,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",
24341,Erigeron speciosus,Great Smoky Mountains National Park,104,Vascular Plant,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",
24342,Erigeron speciosus,Yosemite National Park,155,Vascular Plant,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",
24343,Erigeron speciosus,Bryce National Park,107,Vascular Plant,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",
24344,Polygonatum biflorum var. commutatum,Yellowstone National Park,246,Vascular Plant,Great Solomon's Seal,
24345,Polygonatum biflorum var. commutatum,Bryce National Park,112,Vascular Plant,Great Solomon's Seal,
24346,Polygonatum biflorum var. commutatum,Great Smoky Mountains National Park,84,Vascular Plant,Great Solomon's Seal,
24347,Polygonatum biflorum var. commutatum,Yosemite National Park,190,Vascular Plant,Great Solomon's Seal,
24348,Mertensia oblongifolia,Yellowstone National Park,265,Vascular Plant,"Languid-Lady, Oblongleaf Bluebells",
24349,Mertensia oblongifolia,Great Smoky Mountains National Park,99,Vascular Plant,"Languid-Lady, Oblongleaf Bluebells",
24350,Mertensia oblongifolia,Yosemite National Park,156,Vascular Plant,"Languid-Lady, Oblongleaf Bluebells",
24351,Mertensia oblongifolia,Bryce National Park,107,Vascular Plant,"Languid-Lady, Oblongleaf Bluebells",
24352,Populus grandidentata,Great Smoky Mountains National Park,67,Vascular Plant,"Big-Toothed Aspen, Large-Toothed Aspen",
24353,Populus grandidentata,Yellowstone National Park,272,Vascular Plant,"Big-Toothed Aspen, Large-Toothed Aspen",
24354,Populus grandidentata,Bryce National Park,88,Vascular Plant,"Big-Toothed Aspen, Large-Toothed Aspen",
24355,Populus grandidentata,Yosemite National Park,143,Vascular Plant,"Big-Toothed Aspen, Large-Toothed Aspen",
24356,Chorizanthe membranacea,Yellowstone National Park,258,Vascular Plant,Pink Spineflower,
24357,Chorizanthe membranacea,Yosemite National Park,182,Vascular Plant,Pink Spineflower,
24358,Chorizanthe membranacea,Bryce National Park,136,Vascular Plant,Pink Spineflower,
24359,Chorizanthe membranacea,Great Smoky Mountains National Park,41,Vascular Plant,Pink Spineflower,
24360,Desmodium glutinosum,Yosemite National Park,124,Vascular Plant,"Large Tick-Trefoil, Whorled Tick-Trefoil",
24361,Desmodium glutinosum,Bryce National Park,118,Vascular Plant,"Large Tick-Trefoil, Whorled Tick-Trefoil",
24362,Desmodium glutinosum,Great Smoky Mountains National Park,76,Vascular Plant,"Large Tick-Trefoil, Whorled Tick-Trefoil",
24363,Desmodium glutinosum,Yellowstone National Park,255,Vascular Plant,"Large Tick-Trefoil, Whorled Tick-Trefoil",
24364,Amsonia tabernaemontana var. tabernaemontana,Yosemite National Park,181,Vascular Plant,Eastern Bluestar,
24365,Amsonia tabernaemontana var. tabernaemontana,Bryce National Park,91,Vascular Plant,Eastern Bluestar,
24366,Amsonia tabernaemontana var. tabernaemontana,Yellowstone National Park,282,Vascular Plant,Eastern Bluestar,
24367,Amsonia tabernaemontana var. tabernaemontana,Great Smoky Mountains National Park,97,Vascular Plant,Eastern Bluestar,
24368,Setophaga petechia,Great Smoky Mountains National Park,82,Bird,Yellow Warbler,
24369,Setophaga petechia,Yellowstone National Park,245,Bird,Yellow Warbler,
24370,Setophaga petechia,Bryce National Park,134,Bird,Yellow Warbler,
24371,Setophaga petechia,Yosemite National Park,166,Bird,Yellow Warbler,
24372,Carex microglochin,Great Smoky Mountains National Park,92,Vascular Plant,Fewseeded Bog Sedge,
24373,Carex microglochin,Yosemite National Park,163,Vascular Plant,Fewseeded Bog Sedge,
24374,Carex microglochin,Yellowstone National Park,235,Vascular Plant,Fewseeded Bog Sedge,
24375,Carex microglochin,Bryce National Park,113,Vascular Plant,Fewseeded Bog Sedge,
24376,Juncus bufonius,Bryce National Park,107,Vascular Plant,Toad Rush,
24377,Juncus bufonius,Yellowstone National Park,251,Vascular Plant,Toad Rush,
24378,Juncus bufonius,Yosemite National Park,100,Vascular Plant,Toad Rush,
24379,Juncus bufonius,Great Smoky Mountains National Park,67,Vascular Plant,Toad Rush,
24380,Pseudognaphalium stramineum,Great Smoky Mountains National Park,32,Vascular Plant,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",
24381,Pseudognaphalium stramineum,Bryce National Park,148,Vascular Plant,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",
24382,Pseudognaphalium stramineum,Yellowstone National Park,274,Vascular Plant,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",
24383,Pseudognaphalium stramineum,Yosemite National Park,157,Vascular Plant,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",
24384,Potentilla drummondii ssp. breweri,Yosemite National Park,156,Vascular Plant,"Brewer's Cinquefoil, Drummond's Cinquefoil",
24385,Potentilla drummondii ssp. breweri,Great Smoky Mountains National Park,56,Vascular Plant,"Brewer's Cinquefoil, Drummond's Cinquefoil",
24386,Potentilla drummondii ssp. breweri,Yellowstone National Park,258,Vascular Plant,"Brewer's Cinquefoil, Drummond's Cinquefoil",
24387,Potentilla drummondii ssp. breweri,Bryce National Park,120,Vascular Plant,"Brewer's Cinquefoil, Drummond's Cinquefoil",
24388,Cryptantha nubigena,Bryce National Park,91,Vascular Plant,Sierra Cryptantha,
24389,Cryptantha nubigena,Yosemite National Park,145,Vascular Plant,Sierra Cryptantha,
24390,Cryptantha nubigena,Great Smoky Mountains National Park,30,Vascular Plant,Sierra Cryptantha,
24391,Cryptantha nubigena,Yellowstone National Park,237,Vascular Plant,Sierra Cryptantha,
24392,Arceuthobium cyanocarpum,Great Smoky Mountains National Park,40,Vascular Plant,Limber Pine Dwarf Mistletoe,
24393,Arceuthobium cyanocarpum,Yellowstone National Park,270,Vascular Plant,Limber Pine Dwarf Mistletoe,
24394,Arceuthobium cyanocarpum,Bryce National Park,126,Vascular Plant,Limber Pine Dwarf Mistletoe,
